delta_auc,delta_final_20pct,delta_final_bin,delta_latest,dreamer_auc_20bin_mean,dreamer_completed,dreamer_final_20pct_mean,dreamer_final_bin_mean,dreamer_latest_episode_score,game,hts_auc_20bin_mean,hts_completed,hts_final_20pct_mean,hts_final_bin_mean,hts_latest_episode_score,pair_status,seed
94.54543650793642,128.69047619047626,97.14285714285722,-440.0,512.9079365079365,True,772.6190476190475,737.1428571428571,1080.0,alien,607.4533730158729,True,901.3095238095237,834.2857142857143,640.0,paired_completed,0
78.08300865800857,115.75892857142856,155.71428571428567,1100.0,521.9378246753247,True,719.5982142857143,721.4285714285714,720.0,alien,600.0208333333333,True,835.3571428571429,877.1428571428571,1820.0,paired_completed,1
-169.30853174603175,-83.1111111111112,-57.33333333333337,-90.0,674.9424603174604,True,916.1111111111112,993.3333333333334,880.0,alien,505.6339285714286,True,833.0,936.0,790.0,paired_completed,2
123.18968253968256,233.5664682539682,195.69444444444446,570.0,438.64087301587296,True,599.7271825396825,608.75,600.0,alien,561.8305555555555,True,833.2936507936507,804.4444444444445,1170.0,paired_completed,3
41.75555555555559,-28.791666666666742,-187.8571428571429,-60.0,657.5873015873016,True,1015.4166666666667,1352.857142857143,2280.0,alien,699.3428571428572,True,986.625,1165.0,2220.0,paired_completed,4
0.6777814726266742,0.9489567417876232,3.811688311688312,3.0,4.376165502024635,True,6.17780987394958,6.642857142857143,8.0,breakout,5.053946974651309,True,7.126766615737203,10.454545454545455,11.0,paired_completed,0
-2.391840715656893,-2.2760798229548236,-1.9505494505494516,-2.0,5.909527249711074,True,8.026079822954824,8.307692307692308,9.0,breakout,3.5176865340541807,True,5.75,6.357142857142857,7.0,paired_completed,1
-0.7164691430167185,-1.8266983016983005,-3.6769230769230763,-1.0,5.690683765468248,True,9.618181818181817,11.6,10.0,breakout,4.974214622451529,True,7.791483516483517,7.923076923076923,9.0,paired_completed,2
-0.30209658805246864,0.8420804685510559,1.2549019607843137,-4.0,4.4528379300438115,True,5.862464985994398,5.411764705882353,10.0,breakout,4.150741341991343,True,6.704545454545454,6.666666666666667,6.0,paired_completed,3
0.7213576671287178,0.9825244200244203,0.9642857142857144,-2.0,4.006121199594665,True,6.302197802197802,6.785714285714286,10.0,breakout,4.7274788667233825,True,7.284722222222222,7.75,8.0,paired_completed,4
