auc_20bin_mean,best_bin_score,completed,condition,episode_score_rows,exclusion_reason,final_20pct_mean,final_bin_mean,game,included_in_completed_primary,latest_episode_score,latest_raw_frames,logdir,method,metric_source_files,seed,source
512.9079365079365,1093.3333333333333,True,dreamer_v3_reference,159,,772.6190476190475,737.1428571428571,alien,True,1080.0,437828.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/alien/seed_0,DreamerV3,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/alien/seed_0/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/alien/seed_0/paper_artifacts/episode_scores.jsonl,0,official_full26_original
607.4533730158729,1152.857142857143,True,v20_locked_hier_x3,151,,901.3095238095237,834.2857142857143,alien,True,640.0,438668.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v19_ab/hts_locked_hier_x3/alien/seed_0,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v19_ab/hts_locked_hier_x3/alien/seed_0/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v19_ab/hts_locked_hier_x3/alien/seed_0/paper_artifacts/episode_scores.jsonl,0,V19_original
634.1410714285715,1313.3333333333333,True,no_vc_locked_hier_x3,138,,880.5952380952381,1313.3333333333333,alien,True,1060.0,439728.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/alien/seed_0,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/alien/seed_0/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/alien/seed_0/paper_artifacts/episode_scores.jsonl,0,no_vc_probe
521.9378246753247,825.7142857142857,True,dreamer_v3_reference,181,,719.5982142857143,721.4285714285714,alien,True,720.0,438808.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/alien/seed_1,DreamerV3,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/alien/seed_1/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/alien/seed_1/paper_artifacts/episode_scores.jsonl,1,official_full26_original
600.0208333333333,877.1428571428571,True,v20_locked_hier_x3,165,,835.3571428571429,877.1428571428571,alien,True,1820.0,437540.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v19_ab/hts_locked_hier_x3/alien/seed_1,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v19_ab/hts_locked_hier_x3/alien/seed_1/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v19_ab/hts_locked_hier_x3/alien/seed_1/paper_artifacts/episode_scores.jsonl,1,V19_original
594.1297619047618,1095.0,True,no_vc_locked_hier_x3,149,,909.8809523809524,926.6666666666666,alien,True,600.0,438340.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/alien/seed_1,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/alien/seed_1/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/alien/seed_1/paper_artifacts/episode_scores.jsonl,1,no_vc_probe
674.9424603174604,1648.3333333333333,True,dreamer_v3_reference,160,,916.1111111111112,993.3333333333334,alien,True,880.0,437140.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/alien/seed_2,DreamerV3,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/alien/seed_2/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/alien/seed_2/paper_artifacts/episode_scores.jsonl,2,official_full26_original
505.6339285714286,1107.142857142857,True,v20_locked_hier_x3,153,,833.0,936.0,alien,True,790.0,437496.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v19_ab/hts_locked_hier_x3/alien/seed_2,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v19_ab/hts_locked_hier_x3/alien/seed_2/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v19_ab/hts_locked_hier_x3/alien/seed_2/paper_artifacts/episode_scores.jsonl,2,V19_original
631.0232323232324,1133.3333333333333,True,no_vc_locked_hier_x3,166,,868.3333333333333,720.0,alien,True,610.0,438336.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/alien/seed_2,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/alien/seed_2/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/alien/seed_2/paper_artifacts/episode_scores.jsonl,2,no_vc_probe
438.64087301587296,665.7142857142857,True,dreamer_v3_reference,171,,599.7271825396825,608.75,alien,True,600.0,436412.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/alien/seed_3,DreamerV3,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/alien/seed_3/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/alien/seed_3/paper_artifacts/episode_scores.jsonl,3,official_full26_original
