auc_20bin_mean,best_bin_score,completed,condition,episode_score_rows,exclusion_reason,final_20pct_mean,final_bin_mean,game,included_in_completed_primary,latest_episode_score,latest_raw_frames,logdir,method,metric_source_files,seed,source
561.8305555555555,892.2222222222222,True,v20_locked_hier_x3,179,,833.2936507936507,804.4444444444445,alien,True,1170.0,439108.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v20_fair_compare/hts_locked_hier_x3/alien/seed_3,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v20_fair_compare/hts_locked_hier_x3/alien/seed_3/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v20_fair_compare/hts_locked_hier_x3/alien/seed_3/paper_artifacts/episode_scores.jsonl,3,V20_fair_compare
520.2652777777778,841.1111111111111,True,no_vc_locked_hier_x3,174,,683.2013888888889,841.1111111111111,alien,True,1090.0,438548.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/alien/seed_3,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/alien/seed_3/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/alien/seed_3/paper_artifacts/episode_scores.jsonl,3,no_vc_probe
657.5873015873016,1352.857142857143,True,dreamer_v3_reference,148,,1015.4166666666667,1352.857142857143,alien,True,2280.0,439220.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/alien/seed_4,DreamerV3,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/alien/seed_4/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/alien/seed_4/paper_artifacts/episode_scores.jsonl,4,official_full26_original
699.3428571428572,1165.0,True,v20_locked_hier_x3,146,,986.625,1165.0,alien,True,2220.0,437176.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v20_fair_compare/hts_locked_hier_x3/alien/seed_4,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v20_fair_compare/hts_locked_hier_x3/alien/seed_4/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v20_fair_compare/hts_locked_hier_x3/alien/seed_4/paper_artifacts/episode_scores.jsonl,4,V20_fair_compare
732.5793650793651,1414.2857142857142,True,no_vc_locked_hier_x3,152,,1079.955357142857,914.2857142857143,alien,True,1140.0,437648.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/alien/seed_4,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/alien/seed_4/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/alien/seed_4/paper_artifacts/episode_scores.jsonl,4,no_vc_probe
4.376165502024635,6.642857142857143,True,dreamer_v3_reference,332,,6.17780987394958,6.642857142857143,breakout,True,8.0,438276.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0,DreamerV3,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_0/paper_artifacts/episode_scores.jsonl,0,official_full26_original
5.053946974651309,11.0,True,v20_locked_hier_x3,228,,7.126766615737203,10.454545454545455,breakout,True,11.0,438888.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v19_ab/hts_locked_hier_x3/breakout/seed_0_retry_no_video,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v19_ab/hts_locked_hier_x3/breakout/seed_0_retry_no_video/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v19_ab/hts_locked_hier_x3/breakout/seed_0_retry_no_video/paper_artifacts/episode_scores.jsonl,0,V19_retry_no_video
6.831818842921782,10.692307692307692,True,no_vc_locked_hier_x3,317,,7.697619047619048,7.285714285714286,breakout,True,6.0,438048.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/breakout/seed_0,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/breakout/seed_0/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/breakout/seed_0/paper_artifacts/episode_scores.jsonl,0,no_vc_probe
5.909527249711074,9.928571428571429,True,dreamer_v3_reference,351,,8.026079822954824,8.307692307692308,breakout,True,9.0,438820.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,DreamerV3,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/paper_artifacts/episode_scores.jsonl,1,official_full26_original
3.5176865340541807,6.357142857142857,True,v20_locked_hier_x3,307,,5.75,6.357142857142857,breakout,True,7.0,438564.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v19_ab/hts_locked_hier_x3/breakout/seed_1,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v19_ab/hts_locked_hier_x3/breakout/seed_1/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v19_ab/hts_locked_hier_x3/breakout/seed_1/paper_artifacts/episode_scores.jsonl,1,V19_original
6.590000435882336,11.615384615384615,True,no_vc_locked_hier_x3,325,,8.44665750915751,9.25,breakout,True,6.0,439820.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/breakout/seed_1,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/breakout/seed_1/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/breakout/seed_1/paper_artifacts/episode_scores.jsonl,1,no_vc_probe
5.690683765468248,11.6,True,dreamer_v3_reference,274,,9.618181818181817,11.6,breakout,True,10.0,439928.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_2,DreamerV3,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_2/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_2/paper_artifacts/episode_scores.jsonl,2,official_full26_original
4.974214622451529,9.666666666666666,True,v20_locked_hier_x3,363,,7.791483516483517,7.923076923076923,breakout,True,9.0,439056.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v19_ab/hts_locked_hier_x3/breakout/seed_2_retry_no_video,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v19_ab/hts_locked_hier_x3/breakout/seed_2_retry_no_video/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v19_ab/hts_locked_hier_x3/breakout/seed_2_retry_no_video/paper_artifacts/episode_scores.jsonl,2,V19_retry_no_video
4.361256258954027,6.461538461538462,True,no_vc_locked_hier_x3,274,,5.467067307692307,6.230769230769231,breakout,True,5.0,437940.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/breakout/seed_2,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/breakout/seed_2/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/breakout/seed_2/paper_artifacts/episode_scores.jsonl,2,no_vc_probe
4.4528379300438115,8.153846153846153,True,dreamer_v3_reference,288,,5.862464985994398,5.411764705882353,breakout,True,10.0,439056.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_3_repair_no_video,DreamerV3,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_3_repair_no_video/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_3_repair_no_video/paper_artifacts/episode_scores.jsonl,3,official_full26_repair_no_video
4.150741341991343,7.363636363636363,True,v20_locked_hier_x3,305,,6.704545454545454,6.666666666666667,breakout,True,6.0,439368.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v20_fair_compare/hts_locked_hier_x3/breakout/seed_3,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v20_fair_compare/hts_locked_hier_x3/breakout/seed_3/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v20_fair_compare/hts_locked_hier_x3/breakout/seed_3/paper_artifacts/episode_scores.jsonl,3,V20_fair_compare
4.408825863678805,8.076923076923077,True,no_vc_locked_hier_x3,268,,7.117445054945055,8.076923076923077,breakout,True,3.0,439484.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/breakout/seed_3,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/breakout/seed_3/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/breakout/seed_3/paper_artifacts/episode_scores.jsonl,3,no_vc_probe
4.006121199594665,7.923076923076923,True,dreamer_v3_reference,341,,6.302197802197802,6.785714285714286,breakout,True,10.0,439136.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_4,DreamerV3,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_4/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_4/paper_artifacts/episode_scores.jsonl,4,official_full26_original
4.7274788667233825,7.75,True,v20_locked_hier_x3,267,,7.284722222222222,7.75,breakout,True,8.0,439980.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v20_fair_compare/hts_locked_hier_x3/breakout/seed_4,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v20_fair_compare/hts_locked_hier_x3/breakout/seed_4/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_v20_fair_compare/hts_locked_hier_x3/breakout/seed_4/paper_artifacts/episode_scores.jsonl,4,V20_fair_compare
3.7427949585677163,7.875,True,no_vc_locked_hier_x3,269,,6.667559523809524,6.928571428571429,breakout,True,11.0,439340.0,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/breakout/seed_4,HTS,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/breakout/seed_4/scores.jsonl;/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official_hts_no_vc/hts_locked_hier_x3_no_vc/breakout/seed_4/paper_artifacts/episode_scores.jsonl,4,no_vc_probe
