method,game,seed,logdir,wandb_url,source,run_completed,is_partial,x_axis_frames,x_axis_agent_actions,score_type,score_mean,score_std,score_min,score_max,eval_episodes,timestamp,frames_target,agent_actions_target,protocol_compatible_with_reference,notes
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,380976.0,95244.0,episode_score,12.0,,12.0,12.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,382528.0,95632.0,episode_score,7.0,,7.0,7.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,384344.0,96086.0,episode_score,10.0,,10.0,10.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,386124.0,96531.0,episode_score,8.0,,8.0,8.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,388580.0,97145.0,episode_score,33.0,,33.0,33.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,390136.0,97534.0,episode_score,11.0,,11.0,11.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,391556.0,97889.0,episode_score,6.0,,6.0,6.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,392780.0,98195.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,394140.0,98535.0,episode_score,5.0,,5.0,5.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,395444.0,98861.0,episode_score,9.0,,9.0,9.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,396976.0,99244.0,episode_score,7.0,,7.0,7.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,397952.0,99488.0,episode_score,7.0,,7.0,7.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,399060.0,99765.0,episode_score,5.0,,5.0,5.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,400168.0,100042.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,401272.0,100318.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,402996.0,100749.0,episode_score,8.0,,8.0,8.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,404096.0,101024.0,episode_score,8.0,,8.0,8.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,405644.0,101411.0,episode_score,11.0,,11.0,11.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,407136.0,101784.0,episode_score,6.0,,6.0,6.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,408436.0,102109.0,episode_score,9.0,,9.0,9.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,410608.0,102652.0,episode_score,11.0,,11.0,11.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,412508.0,103127.0,episode_score,10.0,,10.0,10.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,413788.0,103447.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,415104.0,103776.0,episode_score,5.0,,5.0,5.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,416568.0,104142.0,episode_score,6.0,,6.0,6.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,417816.0,104454.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,419244.0,104811.0,episode_score,6.0,,6.0,6.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,421120.0,105280.0,episode_score,9.0,,9.0,9.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,422080.0,105520.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,423052.0,105763.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,424340.0,106085.0,episode_score,9.0,,9.0,9.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,426896.0,106724.0,episode_score,10.0,,10.0,10.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,428648.0,107162.0,episode_score,16.0,,16.0,16.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,429976.0,107494.0,episode_score,6.0,,6.0,6.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,430716.0,107679.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,432776.0,108194.0,episode_score,11.0,,11.0,11.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,434968.0,108742.0,episode_score,14.0,,14.0,14.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,437084.0,109271.0,episode_score,8.0,,8.0,8.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,1,,,v16_official_reference_read_only,,,438820.0,109705.0,episode_score,9.0,,9.0,9.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,868.0,217.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,1404.0,351.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,2180.0,545.0,episode_score,1.0,,1.0,1.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,2972.0,743.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,3804.0,951.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,4416.0,1104.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,5120.0,1280.0,episode_score,1.0,,1.0,1.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,5740.0,1435.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,6944.0,1736.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,7884.0,1971.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,8400.0,2100.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,9544.0,2386.0,episode_score,3.0,,3.0,3.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,10052.0,2513.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,10936.0,2734.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,11464.0,2866.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,11996.0,2999.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,12820.0,3205.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,13380.0,3345.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,13908.0,3477.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,14716.0,3679.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,15232.0,3808.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,15868.0,3967.0,episode_score,1.0,,1.0,1.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,16716.0,4179.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,17588.0,4397.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,18484.0,4621.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,19036.0,4759.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,19576.0,4894.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,20856.0,5214.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,21436.0,5359.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,22500.0,5625.0,episode_score,3.0,,3.0,3.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,23580.0,5895.0,episode_score,3.0,,3.0,3.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,24216.0,6054.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,25196.0,6299.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,26168.0,6542.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,26860.0,6715.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,28596.0,7149.0,episode_score,5.0,,5.0,5.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,29328.0,7332.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,29892.0,7473.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,30408.0,7602.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,31000.0,7750.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,31568.0,7892.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,32968.0,8242.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,33616.0,8404.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,34576.0,8644.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,35280.0,8820.0,episode_score,1.0,,1.0,1.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,36308.0,9077.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,37124.0,9281.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,37964.0,9491.0,episode_score,1.0,,1.0,1.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,39620.0,9905.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,42840.0,10710.0,episode_score,6.0,,6.0,6.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,46172.0,11543.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,50632.0,12658.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,61512.0,15378.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,62096.0,15524.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,62640.0,15660.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,63880.0,15970.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,65040.0,16260.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,66780.0,16695.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,69032.0,17258.0,episode_score,3.0,,3.0,3.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,72028.0,18007.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,72836.0,18209.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,74432.0,18608.0,episode_score,8.0,,8.0,8.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,78624.0,19656.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,80704.0,20176.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,83544.0,20886.0,episode_score,5.0,,5.0,5.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,84652.0,21163.0,episode_score,3.0,,3.0,3.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,85372.0,21343.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,100992.0,25248.0,episode_score,6.0,,6.0,6.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,101644.0,25411.0,episode_score,1.0,,1.0,1.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,103096.0,25774.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,104316.0,26079.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,105232.0,26308.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,106844.0,26711.0,episode_score,5.0,,5.0,5.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,108092.0,27023.0,episode_score,3.0,,3.0,3.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,109004.0,27251.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,110016.0,27504.0,episode_score,3.0,,3.0,3.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,110852.0,27713.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,111956.0,27989.0,episode_score,3.0,,3.0,3.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,112784.0,28196.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,113708.0,28427.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,114604.0,28651.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,115424.0,28856.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,116244.0,29061.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,117068.0,29267.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,117880.0,29470.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,119308.0,29827.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,119836.0,29959.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,120656.0,30164.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,121484.0,30371.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,123192.0,30798.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,123708.0,30927.0,episode_score,0.0,,0.0,0.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,124720.0,31180.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,125924.0,31481.0,episode_score,3.0,,3.0,3.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,127388.0,31847.0,episode_score,5.0,,5.0,5.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,128880.0,32220.0,episode_score,6.0,,6.0,6.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,130000.0,32500.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,130840.0,32710.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,132100.0,33025.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,133120.0,33280.0,episode_score,3.0,,3.0,3.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,133932.0,33483.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,134848.0,33712.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,2,,,v16_official_reference_read_only,,,135680.0,33920.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
